Node list: nid001309
Sat Oct 18 20:48:01 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.163.01             Driver Version: 550.163.01     CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  |   00000000:03:00.0 Off |                    0 |
| N/A   30C    P0             53W /  400W |       1MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA A100-SXM4-40GB          On  |   00000000:41:00.0 Off |                    0 |
| N/A   28C    P0             54W /  400W |       1MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   2  NVIDIA A100-SXM4-40GB          On  |   00000000:82:00.0 Off |                    0 |
| N/A   30C    P0             53W /  400W |       1MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
|   3  NVIDIA A100-SXM4-40GB          On  |   00000000:C1:00.0 Off |                    0 |
| N/A   29C    P0             52W /  400W |       1MiB /  40960MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
step: 10000/500000 | pT_loss: 0.1917 | eta_loss: 0.1709 | phi_loss: 0.0368 | energy_loss: 0.2079 | total_train_loss: 0.1518
step: 170000/500000 | pT_loss: 0.1112 | eta_loss: 0.1375 | phi_loss: 0.0195 | energy_loss: 0.1203 | total_train_loss: 0.0971
step: 180000/500000 | pT_loss: 0.1109 | eta_loss: 0.1373 | phi_loss: 0.0195 | energy_loss: 0.1201 | total_train_loss: 0.0970
step: 190000/500000 | pT_loss: 0.1108 | eta_loss: 0.1372 | phi_loss: 0.0195 | energy_loss: 0.1200 | total_train_loss: 0.0969
step: 200000/500000 | pT_loss: 0.1107 | eta_loss: 0.1370 | phi_loss: 0.0195 | energy_loss: 0.1198 | total_train_loss: 0.0968
epoch: 2/5 | pT_loss: 0.1083 | eta_loss: 0.1363 | phi_loss: 0.0194 | energy_loss: 0.1176 | total_val_loss: 0.0954
step: 210000/500000 | pT_loss: 0.1087 | eta_loss: 0.1355 | phi_loss: 0.0194 | energy_loss: 0.1180 | total_train_loss: 0.0954
step: 220000/500000 | pT_loss: 0.1091 | eta_loss: 0.1355 | phi_loss: 0.0194 | energy_loss: 0.1181 | total_train_loss: 0.0955
step: 230000/500000 | pT_loss: 0.1089 | eta_loss: 0.1355 | phi_loss: 0.0193 | energy_loss: 0.1179 | total_train_loss: 0.0954
step: 240000/500000 | pT_loss: 0.1090 | eta_loss: 0.1353 | phi_loss: 0.0193 | energy_loss: 0.1179 | total_train_loss: 0.0954
step: 250000/500000 | pT_loss: 0.1089 | eta_loss: 0.1353 | phi_loss: 0.0193 | energy_loss: 0.1178 | total_train_loss: 0.0953
step: 260000/500000 | pT_loss: 0.1088 | eta_loss: 0.1352 | phi_loss: 0.0193 | energy_loss: 0.1177 | total_train_loss: 0.0953
step: 270000/500000 | pT_loss: 0.1087 | eta_loss: 0.1352 | phi_loss: 0.0193 | energy_loss: 0.1176 | total_train_loss: 0.0952
step: 280000/500000 | pT_loss: 0.1087 | eta_loss: 0.1352 | phi_loss: 0.0193 | energy_loss: 0.1176 | total_train_loss: 0.0952
step: 290000/500000 | pT_loss: 0.1087 | eta_loss: 0.1351 | phi_loss: 0.0193 | energy_loss: 0.1175 | total_train_loss: 0.0951
step: 300000/500000 | pT_loss: 0.1086 | eta_loss: 0.1351 | phi_loss: 0.0193 | energy_loss: 0.1175 | total_train_loss: 0.0951
epoch: 3/5 | pT_loss: 0.1077 | eta_loss: 0.1348 | phi_loss: 0.0193 | energy_loss: 0.1166 | total_val_loss: 0.0946
step: 310000/500000 | pT_loss: 0.1091 | eta_loss: 0.1346 | phi_loss: 0.0192 | energy_loss: 0.1176 | total_train_loss: 0.0951
step: 320000/500000 | pT_loss: 0.1087 | eta_loss: 0.1346 | phi_loss: 0.0192 | energy_loss: 0.1173 | total_train_loss: 0.0950
step: 330000/500000 | pT_loss: 0.1083 | eta_loss: 0.1345 | phi_loss: 0.0192 | energy_loss: 0.1171 | total_train_loss: 0.0948
step: 340000/500000 | pT_loss: 0.1083 | eta_loss: 0.1345 | phi_loss: 0.0192 | energy_loss: 0.1171 | total_train_loss: 0.0948
step: 350000/500000 | pT_loss: 0.1083 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1172 | total_train_loss: 0.0948
step: 360000/500000 | pT_loss: 0.1083 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1170 | total_train_loss: 0.0947
step: 370000/500000 | pT_loss: 0.1083 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1170 | total_train_loss: 0.0947
step: 380000/500000 | pT_loss: 0.1083 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1169 | total_train_loss: 0.0947
step: 390000/500000 | pT_loss: 0.1083 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1169 | total_train_loss: 0.0947
step: 400000/500000 | pT_loss: 0.1082 | eta_loss: 0.1344 | phi_loss: 0.0192 | energy_loss: 0.1168 | total_train_loss: 0.0946
epoch: 4/5 | pT_loss: 0.1077 | eta_loss: 0.1367 | phi_loss: 0.0194 | energy_loss: 0.1166 | total_val_loss: 0.0951
step: 410000/500000 | pT_loss: 0.1078 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1166 | total_train_loss: 0.0944
step: 420000/500000 | pT_loss: 0.1074 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1160 | total_train_loss: 0.0941
step: 430000/500000 | pT_loss: 0.1076 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1162 | total_train_loss: 0.0942
step: 440000/500000 | pT_loss: 0.1074 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1160 | total_train_loss: 0.0941
step: 450000/500000 | pT_loss: 0.1075 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1161 | total_train_loss: 0.0941
step: 460000/500000 | pT_loss: 0.1074 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1161 | total_train_loss: 0.0942
step: 470000/500000 | pT_loss: 0.1074 | eta_loss: 0.1340 | phi_loss: 0.0191 | energy_loss: 0.1161 | total_train_loss: 0.0942
step: 480000/500000 | pT_loss: 0.1075 | eta_loss: 0.1339 | phi_loss: 0.0191 | energy_loss: 0.1162 | total_train_loss: 0.0942
step: 490000/500000 | pT_loss: 0.1074 | eta_loss: 0.1339 | phi_loss: 0.0191 | energy_loss: 0.1160 | total_train_loss: 0.0941
step: 500000/500000 | pT_loss: 0.1073 | eta_loss: 0.1339 | phi_loss: 0.0191 | energy_loss: 0.1159 | total_train_loss: 0.0941
epoch: 5/5 | pT_loss: 0.1074 | eta_loss: 0.1343 | phi_loss: 0.0191 | energy_loss: 0.1160 | total_val_loss: 0.0942
